avg_cost,cuisines,id,location,name,price_range,rating
300,"Mithai, Street Food",52732,"115/116, Gandhi Bazar Main Road, Basavanagudi, Bangalore",Sri Venkateshwara Sweet Meat Stall,1,4
150,"Juices, Street Food",18423616,"45, Subbarama Chetty Road, NR Colony, Basavanagudi, Bangalore",Juice & Chaat Cafe,1,4
300,South Indian,18676366,"26/2, Bugle Rock Rd, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka",Basavanagudi Mylari,1,4
200,South Indian,53302,"31, Police Station Road, Near Gandhi Bazaar, Basavanagudi, Bangalore",Shree Venkateshwara North Karnataka Hotel,1,4
1000,Kerala,58488,"1st Floor, Santosh Tower, 3rd Road, EPIP Industrial Area, Phase 1, Hoodi Village, Whitefield, Bangalore",Salt Mango Tree,3,4.3
1450,"Finger Food, American, Asian, Italian",18536464,"2, Graphite India Road, Doddanekundi Industrial Area, Whitefield, Bangalore",Pablo's Gastrobar,3,4.1
500,"Healthy Food, North Indian, South Indian, Continental, Sandwich, Desserts",18577681,"32/2G, NCPR Industrial Layout, Doddanakundi Industrial Area 2, Seetharampalya, Hoodi, Whitefield, Bangalore",eat.fit,2,4.5
1400,"North Indian, Continental, Italian, Cafe",18791462,"Bungalow 1, Bright Farm, Thubarahalli, Varthur Road, Whitefield, Bangalore",Enchanted Garden,3,4.3
1700,"Continental, Mediterranean, South Indian, North Indian, Asian",18492910,"4th Floor, Uptown Square, Seegehalli, Near Alliance 10 Downing Villas, Hoskote Road, Whitefield, Bangalore",Red Rhino,3,4.5
700,"Maharashtrian, Seafood",55406,"2nd Floor, Santosh Tower, 3rd Road, EPIP, Whitefield, Bangalore",Suryawanshi,2,4.1
3000,"Italian, Salad",54153,"Bengaluru Marriott Hotel, 75, 8th Road, EPIP Area, Whitefield, Bangalore",Alto Vino - Bengaluru Marriott Hotel Whitefield,4,4.3
900,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",18391020,"Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",Bloomsbury's Global Kitchen & Bakehouse,2,4.5
500,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",18575823,"S 26, 2nd Floor, Phoenix Market City, Whitefield, Bangalore",The Wok Shop,2,4.3
1000,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",18476467,"1B, 3rd Floor, VR Bangalore, Mahadevapura, Whitefield, Bangalore",Nasi And Mee,3,4.5
1400,"Japanese, Italian, American, Asian, North Indian, Steak",52004,"5/2A, Jagrithi, Ramagondanahalli, Whitefield, Bangalore",The Fat Chef,3,4.1
500,"North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream",18602202,"1, First Floor,Opposite CSI Church, Whitefield Main Road, Near Reliance Fresh, Sathya Sai Layout, Whitefield, Bangalore",BOX8- Desi Meals,2,4.3
2500,"Continental, Asian, South Indian, North Indian",18661094,"Sheraton Grand Bengaluru Whitefield Hotel & Convention Center, Prestige Shantiniketan, Whitefield, Bangalore",Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,4,4.5
1000,"North Indian, Italian, Finger Food, Continental, Indian, Asian Fusion",18734311,"75, Inorbit Mall, EPIP Area, Road 7, Whitefield, Bengaluru",HQ,3,4.1
1600,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",18595782,"HVP Crest, ITPL Main Road, Whitefield, Bangalore",The Pallet,3,4.4
900,"Cafe, Italian, Pizza, North Indian",18416534,"Plot No 7, 4th Floor, Prashanth Layout, Trijal Commerspace, ITPL Main Road, Hope Farm Circle, Whitefield, Bangalore",Beyond Elements,2,4.1
2000,BBQ,18661055,"Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre, Prestige Shantiniketan, Whitefield, Bangalore",Uppercut - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,4,4.3
600,"North Indian, Chinese, Arabian, South Indian, Biryani, Rolls",18439615,"Near Forum Value Mall, Prestige Ozone, Whitefield, Bangalore",Imperio Restaurant,2,4.4
2500,"North Indian, American, Italian",54148,"Bengaluru Marriott Hotel, 75, 8th Road, EPIP Area, Whitefield, Bangalore",M Cafe - Bengaluru Marriott Hotel Whitefield,4,4.1
400,North Indian,18647214,"Prashanthi Complex, Channasandra Main Road, Whitefield, Bangalore",Mooch Marod - Non Veg,1,4.3
1500,"European, French, Salad",52590,"Ground Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",Cafe Noir,3,4.1
500,North Indian,18806436,"Unit S-26A, 2nd Floor Phoenix Market City Mall, Whitefield Main Road, Mahadevapura, Whitefield, Bangalore",Punjab Bistro,2,4.3
1800,"Asian, Japanese, Vietnamese, Korean, Chinese, Thai",18503731,"Level 2, Phoenix Marketcity, Mahadevpura, Whitefield, Bangalore",Shizusan Shophouse & Bar,3,4.4
1400,"Finger Food, North Indian, Chinese, Italian",18339873,"Unit 4A - 4B, Upper Ground Floor, VR Bengaluru Mall, Whitefield, Bangalore",The Beer Cafe,3,4.1
1500,North Indian,18294917,"3rd Floor, VR Mall, Whitefield, Bangalore",Salt - Indian Restaurant - Bar & Grill,3,4.4
1800,"North Indian, Continental, Asian",58097,"Cessna Business Park, Sarjapur  Marathahalli Outer Ring Road, Kadubeesanahalli, Bellandur Post, Bengaluru, Karnataka",Nook - Aloft Bengaluru Cessna Business Park,3,4.3
800,Rajasthani,18414367,"F-21, First Floor, EPIP, Inorbit Mall, Whitefield, Bangalore",NH8,2,4.1
1600,"North Indian, European, Mediterranean, BBQ, Kebab",53586,"1st Floor, Ascendas Park Square Mall, Whitefield, Bangalore",Barbeque Nation,3,4.4
600,"North Indian, Chinese, Arabian, South Indian, Biryani, Rolls",58725,"101/9, Apple City, Near HP Petrol Bunk, Hoskote Main Road, Seegehalli, Whitefield, Bangalore",Imperio Restaurant,2,4.2
1800,North Indian,59082,"331, Road No 5B, EPIP Area, Next to K.T.P.O, Whitefield, Bangalore",The Terrace at Windmills Craftworks,3,4.1
1700,"European, American",18323623,"TF-01A, Level 3, VR Mall, Mahadevpura, Whitefield, Bangalore",The Irish House,3,4.4
1600,"British, Continental, BBQ",18298248,"The Waverly Hotels, Whitefield, Bangalore",The Whitefield Arms Pub & Microbrewery,3,4.2
700,"Kerala, Seafood, Chinese",18512792,"3rd Floor, Santhosh Towers, 120 P A3, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",Coastal Hub,2,4.1
600,"Pizza, Cafe, Italian",18503727,"Virginia Mall, 4th Floor, 10,11& 12/1,  Ramagondanahalli Village, Whitefield, Bangalore",Onesta,2,4.4
1500,"European, French, Salad",18270200,"Ground Floor, VR Mall, Whitefield, Bangalore",Cafe Noir,3,4.1
800,North Indian,58271,"Near Thubarahalli Bus Stop, Inside Gurukul Compound, Thubarahalli, Whitefield, Bangalore",Kapoor's Cafe,2,4.2
600,"Bakery, Cafe, Italian, Desserts",18472157,"100, Whitefield Main Road, Whitefield, Bangalore",Glen's Bakehouse,2,4.2
2000,"North Indian, Continental, Chinese",18613270,"ITPL Main Road, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",The Creek - The Den Bengaluru,4,4.4
800,"Continental, Italian",18304732,"2nd Floor, Food Court, VR Mall, Whitefield, Bangalore",Cafe Toscano,2,4.1
1500,"Italian, Salad",51030,"2nd Floor, Forum Neighbourhood Mall, Whitefield, Bangalore",Toscano,3,4.2
1500,Modern Indian,18739632,"3rd Floor, VR Mall, B Narayanapura, Mahadevapura, ITPL Main Road, Whitefield, Bangalore",Maziga,3,4.4
600,Pizza,18614473,"1, First Floor, Opposite to CSI Church, Whitefield Main Road, Sathya Sai Layout, Whitefield, Bangalore",Mojo Pizza - 2X Toppings,2,4.1
1200,"Asian, American, Mexican",59691,"S-10, Level 2, Phoenix Market City, Whitefield, Bangalore",Harry's Bar + Cafe,3,4.2
350,North Indian,18514509,"Prashanthi Complex, Channasandra, Whitefield, Bangalore",Mooch Marod,1,4.4
1100,"Chinese, Seafood",18290061,"619, 2nd Floor, Whitefield Main Road, Whitefield, Bangalore",Bangalore Mandarin,3,4.2
700,"Desserts, Cafe, Continental",18540710,"Second Floor,  Phoenix Market City, Whitefield, Bangalore",Smoor,2,4.4
1000,"Cafe, Italian, Continental",56606,"Lower Ground Floor, Phoenix Market City, Mahadevpura, Whitefield, Bangalore",Barley & Grapes Cafe,3,4.2
250,"Beverages, Fast Food, Tea",57044,"G05 Brigade Metropolis, Gorudacharpalya, Whitefield, Bangalore",Masala Chai,1,4.1
2500,"Asian, Chinese",18661090,"Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre, Prestige Shantiniketan, Whitefield, Bangalore",InAzia - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,4,4.4
1600,North Indian,18723203,"4th Floor, Food Court Level, Ascendas Park Square mall, ITPB, Whitefield Main Road, Whitefield, Bangalore",Punjabi by Nature 2.0,3,4.2
400,"Ice Cream, Desserts",18566059,"Shop 1,2,  First Floor, Ascendas Park Square, Whitefield, Bangalore",Corner House Ice Cream,1,4.4
700,Cafe,18558607,"61, Seetharampalya - Hoodi Road, Whitefield, Bangalore",Oregano Soul Food,2,4.1
2000,"Chinese, North Indian, Continental, Cafe",56767,"Palm Meadows Club, Ramagondana Halli, Varthur Road, Whitefield, Bangalore",Cafe Palmyra,4,4.2
1300,American,18812816,"Shop FB-02, Upper Ground Floor, Prestige Shantiniketan, Whitefield, Bangalore",Uno Chicago Bar & Grill,3,4.1
400,"North Indian, Healthy Food, Beverages",18718259,"Ground Floor-Lobby Area, Brigade IRV Centre, Nallurhalli Road, Whitefield, Bangalore",nu.tree,1,4.4
500,"North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream",18385430,"Ramdev Building, Seegehalli Bus Stop, Hoskote Road, Whitefield, Bangalore",BOX8- Desi Meals,2,4.2
2500,Finger Food,18661084,"Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre, Prestige Shantiniketan, ITPL Main Road, Whitefield",Chime - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,4,4.4
1600,Mediterranean,52323,"Aloft Hotel, 17C, Sadaramangala Road, Whitefield, Bangalore",Estia - Aloft Hotel,3,4.1
400,North Indian,18584562,"1st Floor, Besides Printo, Doddanakundi Industrial Area, Graphite India Road, Mahadevpura, Whitefield, Bangalore",The Paratha Company,1,4.2
1700,"Continental, BBQ, Finger Food",56467,"153, Biere Street, Behind Forum Value Mall, Whitefield, Bangalore",The Biere Club,3,4.3
500,"South Indian, North Indian, Chinese",18664290,"289, Opposite Whitefield Bus Stop, Near Jamia Masjid, Whitefield, Bangalore",Sri Lakshmi Vaibhav,2,4.1
700,Cafe,18369808,"13, White Rose Layout, Abhayadhama Road, Mahadevpura, Whitefield, Bangalore",TherPUP - a Dog Cafe,2,4.3
450,"Desserts, Beverages",53256,"Second Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",Mad Over Donuts,1,4.2
1500,"Continental, Italian, Mediterranean, Salad",18333144,"VR Mall, Third Floor, Whitefield Main Road, Mahadevpura, Whitefield, Bangalore",Toscano - Mojito Bar,3,4.3
1500,Asian,18578740,"153 Biere Street, Hagadur Main Road, Next to Prestige Ozone, Whitefield, Bangalore",Chin Chin by The Biere Club,3,4.2
1000,"North Indian, Maharashtrian, South Indian",18454372,"Level 1, Inorbit Mall, Plot 75, EPIP Area, Whitefield, Bangalore",The Square Table,3,4.3
550,"Cafe, Italian, Fast Food, Desserts",18344001,"Lower Ground Floor, Ascendas Park Square Mall, Whitefield, Bangalore",Cafesta,2,4.3
600,Pizza,18699836,"120-P, A3, 1st Floor, Santosh Tower, 3rd Road, KIADB, Near ITPL, EPIP Zone, Whitefield, Bangalore",Mojo Pizza - 2X Toppings,2,4.1
450,Biryani,18246517,"FB 11, 1st Floor, Inorbit Mall, EPIP Area, Whitefield, Bangalore",Biryani Kitchen,1,4.3
1500,"Asian, Continental, European, Indian",18746398,"Number 223-1, ITPL Main Road, Sadarmangala, KR Puram Hobli",Biere Societee,3,4.2
500,"North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream",18698904,"120-P, A3, 1st Floor, Santosh Tower, 3rd Road, KIADB, Near ITPL, Whitefield, Bangalore",BOX8- Desi Meals,2,4.1
600,Pizza,18543632,"Ramdev Building, Seegehalli Bus Stop, Hoskote Road, Whitefield, Bangalore",Mojo Pizza - 2X Toppings,2,4.2
400,Fast Food,18845418,"V R Bengaluru Mall, Mahadevapura Main Rd, Whitefield Main Road, India",Captain Egg,1,4.1
500,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",18590315,"120/57, Ground Floor, Azeem's Gold Building, Whitefield, Bangalore",Stoner,2,4.3
300,"Beverages, Bubble Tea, Tea",18582855,"3rd Floor, Park Square Mall, Whitefield",Bobacha,1,4.1
400,"Desserts, Ice Cream",18353089,"120, Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",Cold Stone Creamery,1,4.3
3000,"Continental, Burger, BBQ",54156,"Bengaluru Marriott Hotel, 75, 8th Road, EPIP Area, Whitefield, Bangalore",Whitefield Bar and Grill - Bengaluru Marriott Hotel Whitefield,4,4.2
300,"North Indian, Street Food",18494089,"Near A1 Fresh Supermarket, Whitefield, Bangalore",Chandrika Tiffins,1,4.1
500,"North Indian, Biryani, Sandwich, Rolls, Salad, Ice Cream",18173079,"Doddanekkundi Industrial Area, Graphite India Road, Whitefield, BangaloreMahadevpura Post, Whitefield, Bangalore",BOX8- Desi Meals,2,4.3
500,Fast Food,18346352,"Second Floor, Phoenix Market City, Whitefield, Bangalore",4700BC Popcorn,2,4.1
600,"Mexican, Italian",18577326,"3, 1st Floor, Apple City, Kadugodi, Whitefield, Bangalore",Firangi Bake,2,4.2
300,"Desserts, Ice Cream",18544427,"G1022, Ardente Office One, Hoodi, Whitefield, Bangalore, Bangalore",Artinci Artisanal Ice Cream,1,4.1
1500,"American, North Indian, Chinese, Finger Food, Momos",18221549,"29, Ground Floor, Phoenix Market City, Whitefield, Bangalore",Whitefield Social,3,4.1
400,"Bakery, Desserts",18432982,"2nd Floor, Phoenix Market City, Whitefield Main Road, Whitefield, Bangalore",Karachi Bakery,1,4.1
1500,"Continental, North Indian, Italian",18536811,"Level 2, Phoenix Marketcity, Whitefield, Bangalore",BAR BAR,3,4.1
1900,Finger Food,18333141,"Sky Deck, VR Bengaluru, Whitefield Main Road, Whitefield, Bangalore",alt,3,4.1
500,"Bakery, Desserts",18592095,"Ascendas Park Square, ITPL Main Road, Whitefield",Cakesta,2,4.1
1100,"Mughlai, North Indian, Afghani, Biryani",54334,"TR 9, 4th Floor, Plot 95, EPIP Zone, Near Vaidehi Hospital Circle, Whitefield, Bangalore",Ji Hazoor,3,4
800,"Chinese, Momos",18597357,"Unit 04-01, 4th floor, Ascendas Park Square Mall, Whitefield, Bangalore",Chung Wah,2,2.4
150,Cafe,57063,"36/3, Ramagandanahalli, Varthur Main Road, Whitefield, Bangalore",Teashot,1,2.9
450,"South Indian, Chettinad",55040,"Prestige Shantiniketan, Whitefield, Bangalore",Adupadi,1,2.9
500,"Burger, Fast Food",50689,"Ground Floor, 62, Forum Neighbourhood Mall, Varthur Main Road, Whitefield, Bangalore",McDonald's,2,2.6
300,North Indian,18719142,"201, Nallurhalli Road, Siddapura, Whitefield, Bangalore, Bengaluru",Indian Aroma Cafe,1,2.8
450,"North Indian, Chinese",56178,"771, Rajpalya Bus Stop, Hoodi, Whitefield Area, Bangalore, Whitefield, Bangalore",Golden Food Palace,1,2.9
400,North Indian,53686,"1st Floor, Inorbit Mall, Whitefield, Bangalore",Kailash Parbat,1,2.6
600,"Healthy Food, Salad, Fast Food",54696,"75, Inorbit Mall, EPIP Zone,   Bengalore, Whitefield, Bangalore",Subway,2,2.8
200,"Street Food, Rolls",53668,"73/1, Bridge Metropolis Garudacharpalya, Main Road, Whitefield, Bangalore",Tibbs Frankie,1,2.9
600,"North Indian, Street Food",18443105,"2nd Floor, Phoenix Market City Mall, Whitefield, Bangalore",Purani Dehli,2,2.6
500,North Indian,57200,"2nd Cross, Asian Highway 45, Saraswathi Nagar, B Narayanapura, Near Mega More, Mahadevpura Ring Road, Whitefield, Bangalore",Punjabi Kitchen,2,2.8
800,"Andhra, South Indian, Chinese, North Indian",55230,"11, ITPL Road, Hoodi Village, ITPL Main Road, Whitefield, Bangalore",Bhagini,2,2.6
700,"North Indian, Chinese",59985,"120-P, A 3, Santosh Towers, EPIP, KIADB Industrial Area, Whitefield, Bangalore",Flavors Restaurant,2,2.9
600,"North Indian, Hyderabadi, Andhra, Chinese",18623402,"Vijayawada Heights, Villa A 012, Opposite Thubarahalli Bus Stop, Thubarahalli, Whitefield",The Hyderabad Chefs,2,2.8
450,North Indian,58034,"D64, 33, 1st Floor, Sundari Armadale, Next To Forum Value Mall, Whitefield, Bangalore",Mast Kalandar,1,2.6
600,"Healthy Food, Salad, Fast Food",51847,"3rd Floor, Forum Neighbourhood Mall, Varthur Main Road, Whitefield, Bangalore",Subway,2,2.8
650,Cafe,56274,"Ground Floor, Phoenix Market City, Whitefield, Bangalore",Cafe Coffee Day,2,2.8
500,North Indian,18855791,"Nallurahalli Main Road Opposite to davegiri appartment Siddapura, Whitefield, Bangalore",Lila Kitchen,2,2.9
700,"Continental, Italian, Pizza",18181329,"107/4, Pattandur Agrahara Road, Near ITPL Gate 3, Whitefield, Bangalore",Friends Diner,2,2.8
500,"Andhra, North Indian, South Indian",18290064,"2nd Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",Gongura,2,2.6
400,North Indian,18576831,"17/P2, Arun Compound, ITPL Main Road, Whitefield",Delhi Kitchen,1,2.9
400,North Indian,18514338,"2nd Floor, Food Court, VR Mall, Whitefield, Bangalore",Tuk-Tuk,1,2.6
500,North Indian,53664,"4th Floor, Food Court, Ascendas Park Square, Whitefield, Bangalore, ITPL Main Road, Whitefield, Bangalore",Shaan-E-Punjab,2,2.9
600,"Italian, Pizza",55902,"Thigalarapalya, Hoodi, Kadugodi Plantation, Whitefield, Bangalore",Crunch Pizzas,2,2.6
400,"South Indian, Chettinad",18443103,"Food Court, Phoenix Market City Mall, Whitefield, Bangalore",Nalaas Aapakadai,1,2.8
500,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",18221559,"Prasanth Layout, Prasanth Extension, Whitefield, Bangalore",Thalassery Restaurant,2,3
600,"Bakery, Fast Food, Italian",53033,"G-21, Brigade Metropolis, Garudachorpdya, Main Road, Whitefield, Bangalore",Daily Bread,2,2.6
600,"Italian, Bakery, Fast Food, Desserts, Beverages",18231414,"G2-32, Inorbit Mall, EPIP Area",The Chocolate Heaven,2,3
300,"Fast Food, North Indian",18443071,"G-16, The Arcade Brigade Metropolis, Mahadevapura, Whitefield, Bangalore",We Foodie,1,2.6
500,"North Indian, South Indian, Chinese",53589,"Near Hoodi Circle, Whitefield, Bangalore",Kamat Yatrinivas,2,3
500,"North Indian, Chinese",18633420,"8th Cross, Multiplex Service Road, Marathahalli, Bangalore",Nitehunger,2,2.6
200,Street Food,57064,"36/3, Ramagandanahalli, Varthur Main Road, Whitefield, Bangalore",Goli Vada Pav No. 1,1,2.8
400,"North Indian, Biryani, Chinese",57545,"106, Praveen Transport Complex, Opposite ITPL Back Gate, Whitefield, Bangalore",New Punjabi Tasty Khana,1,3
800,"North Indian, Chinese, Biryani, Andhra",54785,"TR 9, 1st Floor, Vydehi Hospital Circle, EPIP Zone, Whitefield, Bangalore",Southern Spice,2,2.7
1200,South Indian,18600581,"1st Floor, Inorbit Mall, EPIP Industrial Area, Sai Baba Hospital, Whitefield, Bangalore",Southern Spice,3,3
500,"Pizza, Italian, Fast Food",52586,"2nd Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",Sbarro,2,2.7
450,"North Indian, Street Food, Biryani",53682,"4, 1st Floor, Food Court, Inorbit Mall, Whitefield, Bangalore",Only Parathas,1,2.8
450,"Asian, Continental, Mediterranean, Salad, American",18636232,"40J, Ground Floor, 1st Main Road, Doddanakundi Industrial Area, Mahadevpura Post, Garudachar Palaya, Whitefield, Bangalore",FreshMenu,1,2.7
400,"Andhra, North Indian, Biryani",56835,"Mahadevpura, Opposite Phoenix Market City Mall, Whitefield, Bangalore",Curries And Pickles,1,2.8
500,"Andhra, South Indian, Hyderabadi",55808,"2nd Floor, Food Court, Phoenix Market City, Whitefield, Bangalore",Naga's,2,3
850,"Chinese, Thai",18663239,"2nd Floor, VR Bangalore, Mahadevapura, Whitefield, Bangalore",Beijing Bites,2,2.8
600,"North Indian, Chinese, Biryani, Seafood",18237914,"128, First Floor, Behind ITPL Service Road, Pattandur Agrahara, Whitefield, Bangalore",Pot Biryani,2,3
400,"North Indian, Burger, Sandwich, Chinese",18584271,"G18,  Arcade Brigade Metropolis,  Whitefield, Bangalore",The IT Crowd,1,2.8
500,"Chinese, Momos",52407,"13,14,15, SJR Park I, Leisure Well EPIP, Whitefield, Bangalore",The Wok,2,3
400,"Burger, Fast Food",53481,"Ascendas Park Square, 3rd Floor, ITPB, Whitefield Road, Bangalore, Whitefield, Bangalore",KFC,1,2.8
400,North Indian,61492,"Shanepunjabie Building, Ground Floor, ECC Road Patandur Agrahara, Whitefield, Bangalore",Shan-e-Punjabi Express,1,3
300,"North Indian, Chinese",55226,"P1, KSSIDC Industrial Estate, Next To Phoenix Market City, Whitefield Road, Bangalore, Whitefield, Bangalore",Kabab Mandra,1,2.7
500,"Burger, Fast Food",18304752,"Ground Floor, Ascendas Park Square, ITPB, Whitefield, Bangalore",McDonald's,2,2.8
600,"North Indian, Street Food",54545,"Phoenix Market City, Whitefield, Bangalore",Kailash Parbat,2,2.7
550,"North Indian, Chinese",51137,"14, Opposite HLRC, Brooke Bond, Whitefield, Bangalore",Bhagini Park,2,2.7
450,"South Indian, North Indian, Chinese",18290083,"73, Vishweshwariah Industrial Area, Graphite India Road, Whitefield, Bangalore",Udupi Grand,1,2.9
200,"Mithai, North Indian, Street Food",18443092,"105, 1st Floor, Brigade Arcade, ITPL Main Road, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",Mithai Time,1,3
400,"Tibetan, Momos",18450885,"3rd Floor, Forum Neighbourhood Mall, Varthur Main Road, Whitefield, Bangalore",WOW! Momo,1,2.7
600,"North Indian, Chinese, Andhra",51486,"3/4, Kiadb, Sadaramangala, ITPL Main Road, Whitefield, Bangalore",Nandhini Deluxe,2,2.9
700,"Arabian, North Indian, Biryani",18627601,"Near MVJ Collage, Chansandra Main Road, Whitefield, Bangalore",Urban Grills Restaurant,2,3
750,"Pizza, Fast Food",18450893,"275, Whitefield Main Road, Towards Hope Farm, Whitefield, Bangalore",Domino's Pizza,2,2.7
250,"South Indian, North Indian",18587906,"Food Court, Ascendas Park Square Mall, Whitefield, Bangalore, Whitefield, Bangalore",Flavours of India,1,3
400,"South Indian, North Indian, Chinese",18359124,"142, Pattandur Agrahara, Whitefield, Bangalore",Treat Restaurant,1,2.7
200,South Indian,61344,"18, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",Madurai Idly Shop,1,2.9
450,"Burger, Fast Food",53488,"Upper Ground Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",KFC,1,2.9
200,"Fast Food, Burger",56900,"Near Borewell Road, Nallurhalli, Whitefield, Bengaluru",Five Star Chicken,1,3
300,"Chinese, Asian",18443109,"2nd Floor, Phoenix Market City Mall, Whitefield, Bangalore",Bao & Grills,1,2.9
500,"North Indian, Fast Food",18430787,"191, A-5 Kamadhenu Nagar, Near Government High School, Opposite HP Company, Whitefield, Bangalore",Punjabi Park,2,3
500,"Burger, Fast Food",18554530,"Second Floor, Food Court, VR Mall, Whitefield, Bangalore",McDonald's,2,2.7
450,"North Indian, Chinese",18563626,"233, First Floor, Muniyappa Complex, Kadugodi Main Road, Whitefield, Bangalore",Desi Bytes,1,2.9
400,"North Indian, Chinese, South Indian",18825702,"8/10, 1st Cross Road, Patel Narayanswamy Layout, Siddapura, Whitefield, Bengaluru, Karnataka 560066",The North and South Restaurant,1,3
550,"North Indian, Mughlai",18308772,"Food Court, 3rd Floor, Forum Neighbourhood Mall, Whitefield, Bangalore",Tandooriwala,2,2.7
600,"North Indian, Chinese, Fast Food",53139,"Mapple Express Hotel, 7E - DDK Industrial Area, 1st Phase, Mahadevapura, ITPL Main Road, Whitefield, Bangalore",Elements - Mapple Express,2,2.9
250,"Ice Cream, Desserts",50089,"3/3, Sterling Suites, Beside Joy Ice Cream Factory, Hope Farm, Whitefield, Bangalore",Baskin Robbins,1,2.9
450,"Chinese, Momos",18649387,"G-16, Brigade Metropolis, Whitefield, Bangalore",Dragon Box,1,3
200,Ice Cream,53608,"1st Floor, Inorbit Mall, EPIP Zone,   Bengalore, Whitefield, Bangalore",Gelato Italiano,1,2.9
400,"Tibetan, Momos",18448337,"1st Floor, Food Court, Inorbit Mall, Whitefield, Bangalore",WOW! Momo,1,2.7
700,Cafe,50193,"7, Sigmatech, Beta Tower, Varthur Main Road, Whitefield, Bangalore",Cafe Coffee Day,2,3
600,"North Indian, Chinese, Arabian",18683899,"101/102, 1st Floor, The Arcade, Brigade Metropolis, Main Road, Whitefield, Bengaluru",The Difference,2,2.7
700,"Cafe, Coffee",18677987,"Ground Floor, Phoenix Market City Mall, Mahadevpura, Whitefield, Bangalore",The Coffee Bean & Tea Leaf,2,2.9
500,"Biryani, North Indian, Mughlai",18435663,"Mahadevpura, Whitefield, Bangalore",Food And Biryani (FAB),2,2.7
650,Cafe,60811,"Prestige Shantiniketan, Whitefield, Bangalore",Cafe Coffee Day,2,3
350,"North Indian, Chinese",57717,"107/P2, Arun Compound, Opposite HCL, ITPL Main Road, Whitefield, Bangalore",U.P. Dhaba,1,2.8
1200,"Chinese, Continental, North Indian",52306,"Keys Hotel, 6, 1st Phase Industrial Area, Near Graphite India, Whitefield, Bangalore",Keys Cafe - Keys Hotel,3,2.8
700,Cafe,50188,"G R Tech Park, Salarpuria Campus, ITPL Main Road, Whitefield, Bangalore",Cafe Coffee Day,2,3
300,"Indian, Chinese",18789672,"9, Narayanaswamy Building, Opposite Royalmart Supermart, Ambedkar Nagar, Whitefield, Bangalore",Krutunga Restaurant,1,2.9
750,"Arabian, North Indian, Biryani, Chinese, Seafood",18688243,"104, Main Road, Opposite Greenwood Pre School, Whitefield, Bangalore",Moriz Restaurant,2,2.8
700,Cafe,56278,"Ground Floor, Inorbit Mall, EPIP Area, Whitefield, Bangalore",Cafe Coffee Day,2,3
600,"Arabian, Mediterranean, North Indian",18581218,"3rd Floor, Forum Neighbourhood Mall, Varthur Main Road, Whitefield, Bangalore",Marhaba,2,2.9
750,"Pizza, Fast Food",50376,"795/691, Ground Floor, Near Shell Petrol Pump, Varthur Main Road, Whitefield, Bangalore",Domino's Pizza,2,2.8
600,"Bakery, Fast Food",60479,"SJR I-Park, Opposite Sathya Sai Hospital, Whitefield, Bangalore",Oven Fresh,2,2.9
800,Chinese,18621948,"95, Opposite Vydehi Hospital, EPIP Area, Whitefield, Bangalore",China On My Plate,2,3
150,Biryani,61347,"4, Next to Elixer Apartment, Borewell Road, Nellurahalli, Whitefield, Bangalore",Ambur Hot Dum Biryani,1,3
300,"Chinese, Fast Food",56171,"A1, Freshworld Market, Main Road, Whitefield, Bangalore",Foodie,1,2.9
200,"Mithai, Street Food",51751,"338, 17th Cross, 8th Main Road, Thubarahalli, Whitefield Area, Bangalore, Whitefield, Bangalore",KC Das - Sweet Sensation,1,2.9
200,South Indian,18680098,"273, 8th Main, 3rd stage, 4th Block, Basaveshwara Nagar, Bangalore",Rotti Mane,1,3.3
450,"Ice Cream, Desserts",55465,"102, Widia Chandra Layout, Vijay Nagar, Bangalore",Thanco's Natural Ice Cream,1,2.6
