avg_cost,cuisines,id,location,name,price_range,rating
350,"North Indian, Chinese, Seafood",18784979,"1st Main, 11th Cross Nagarabhavi Main Road Near Bharathi Nursing Home, Prashanthnagar, Vijay Nagar, Bangalore",Samudra Restaurant,1,3.2
400,"South Indian, North Indian, Chinese, Seafood",18776293,"Apsara Plaza, 1st Main, 4th Phase, 1st Stage, 60ft Road, Rajajinagar, Bangalore",Shri Family Restaurant,1,3.3
300,South Indian,18423415,"11/3, 21st Main Road, Near Maruthi Mandira, Vijay Nagar, Bangalore",Mallige Ootada Mane,1,3.2
700,Cafe,50198,"7, 1st Block, 2nd Stage, Nagarbhavi Layout, Nagarbhavi, Bangalore",Cafe Coffee Day,2,2.7
600,"Fast Food, North Indian, South Indian, Chinese",18855887,"140, 2nd Main Road, Telecom Layout, Cholourpalya, Vijay Nagar, Bangalore",Al Taj Fast Food,2,3.2
500,"Chinese, North Indian",18422909,"54/2, University Road, Opposite Law Collage, Nagarbhavi, Bangalore",Hotel Roti Park,2,2.8
300,Biryani,18278217,"287, 6th Phase, Industrial Town, Basaveshwara Nagar, Bangalore",Srinidhi Donne Biryani,1,3.3
200,"Biryani, Kebab",18570962,"32,1st Floor, 1st Stage, 3rd Phase, 80 Feet Road, Chandra Layout, Vijay Nagar, Bangalore",Navarasa Nati Naduutaa,1,3.2
350,"Biryani, Kebab",60949,"52, 2nd Main Road, 2nd Cross, 1st Stage, 2nd Phase, Behind Prasanna Ganapathi Temple, Chandra Layout, Vijay Nagar, Bangalore",Biriyani Adda,1,2.9
600,"North Indian, Biryani, Chinese",18593065,"1,1st Floor, 4th Main Road, 2nd Stage, Chandra Layout, Vijay Nagar, Bangalore",Royal Biriyani House,2,3.2
500,"Bakery, Desserts",18627600,"Ram Mahal, 40 & 72, 2nd & 3rd Cross, NGEF Layout, 12th Block, Nagarbhavi, Bangalore",7 Wonders Pastry Palace,2,3.3
200,South Indian,18680826,"49/1, 3rd Main Road, Chandra Layout, Vijay Nagar, Bengaluru",Rotti Mane,1,3.2
800,"North Indian, South Indian, Chinese",18755264,"5/11, 1st Main Road, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Westin - Vyasa Paradise,2,3.3
700,Cafe,58539,"Next to Canara Bank, Chandra Layout, Vijay Nagar, Bangalore",Cafe Coffee Day,2,2.9
200,"Fast Food, Rolls",18715267,"1054, 6th Main, Service Road, Vijay Nagar",Kolkata Famous Kati Rolls,1,3.2
350,"South Indian, Biryani",18731032,"Near Ravi Gym, 10th Block, 2nd Stage, Nagarbhavi, Bangalore",ADB Donne Biryani,1,3.3
150,Fast Food,18502122,"Shopper's City Building, Opposite Chandra Gymkhana Institute, Chandra Layout, Vijay Nagar, Bangalore",Coffee Break,1,2.9
200,Biryani,18499693,"163, 1st Main, Vidyaranya Nagar, Behind Banashankari Temple, Magadi Main Road, Magadi Road, Bangalore",Jameela Hotel,1,3.3
500,"Burger, Fast Food",18232657,"Shop 5, 3rd Stage, 4th Block, Main Road, Basaveshwara Nagar, Bangalore",McDonald's,2,2.9
300,South Indian,18714194,"3034, Ground Floor, 14th A Main Road, Attigupe, 2nd Stage, Vijay Nagar, Bangalore, Bengaluru",Savji's Special,1,3.2
250,"South Indian, Street Food",18890886,"125, Rajajinagar Housing Co-operative Society, Annapoorneshwari Nagar, Nagarbhavi, Bangalore",Bisi Bisi Thindi,1,3.3
400,"North Indian, South Indian",18627897,"529, 3rd Block, Behind BDA Complex, 2nd Stage, Nagarbhavi, Bangalore",Just Eat,1,2.9
200,"Mithai, Street Food",61032,"Next to Baroda Bank, Vijay Nagar, Bangalore",Parimala Sweets,1,3.2
300,"Biryani, Kebab",18773558,"Near Raheja Apartment. Behind Sangeeta Mobile, Govindrajnagar, Magadi Road, Bangalore",Parinitha Biryani Corner,1,3.3
500,South Indian,18519332,"G.T World Mall, 3rd Floor, Food Court,  Next To Prasanna Theatre, Rajajinagar, Bangalore",Hotel Halli Nenapu,2,3.2
300,"Arabian, Kebab, Chinese",18721740,"257, 15th Cross, 17th Main, Old guddadhahalli, Mysore Road, Bengaluru",Arabian Kabab Spot,1,3.3
400,"South Indian, North Indian, Chinese",61289,"39, 7th Block, Outer Ring Road, Nagarbhavi, Bangalore",Udupi Grand,1,2.9
350,"North Indian, Chinese, Seafood",51305,"301/A, 8th Main Road, 3rd stage, 4th Block, Bank Of India, Basaveshwara Nagar, Bangalore",Kentaky Fast Food,1,3.2
600,"North Indian, Chinese, South Indian",53035,"287, 6th Phase, Industrial Town, Basaveshwara Nagar, Bangalore",Gokul Krishna,2,3.2
250,Biryani,18760017,"20, Poojaappa Layout, Amarjyothi Nagar, Nagarbhavi Main Road, Nagarbhavi, Bangalore",New GFC Dum Biryani,1,3.3
300,Fast Food,18572952,"1349, 4th Cross Road, Kilkodungalur, RPC Layout, Vijay Nagar, Bangalore",Bendakaluru Bytes,1,3
450,"South Indian, Chinese, North Indian",18499689,"GT World Mall, 3rd Floor, Food Court, Next To Prasanna Theatre, Rajajinagar, Bangalore",Savi Sagar,1,3.2
100,South Indian,18748603,"1212, 80 feet Road, Chandra Layout, opposite Bus stand Vijay Nagar, Bangalore",Brahmins' Thatte Idli,1,3
200,"Hyderabadi, Biryani",54541,"2/1, Opposite Sadguna Hospital, Agrahara Dasarahalli, Magadi Road, Bangalore",Sultan's Restaurant,1,3.2
500,"Andhra, North Indian, Chinese",51487,"111, 1st Main, Club Road, Near Food World, Hampi Nagar, RPC Layout, Vijay Nagar, Bangalore",Nisarga,2,3.4
400,"South Indian, North Indian",18353120,"6, 80 Feet Road, Nagarbhavi, Bangalore",Nammame Upachar,1,3
300,"Biryani, Kebab",18774135,"Kurilingappa Bulding, 11/12, Siddeshwaranagar, 21st Main, Vijay Nagar, Bangalore",Donne Biriyani Mane,1,3.4
500,Biryani,18774863,"44, Kuvempu Complex, 2 Main, 2nd Cross, Basaveshwara Nagar, Bangalore",Wat-a-Biryani,2,3
300,"South Indian, Cafe",18418540,"19, 3rd Stage, 3rd Block, Opposite Gas Bunk, Basaveshwara Nagar, Bangalore",By Two Coffee,1,3.2
200,"South Indian, North Indian, Chinese",18502129,"Opp, Vijaya Bank, Nagarbhavi Main Road, Moodalapalya, Vijay Nagar, Bangalore",Bhatra Mane,1,3.4
300,South Indian,61723,"101, Teachers Colony, Near National Law College, Nagarbhavi, Bangalore",Atithi Sarkar Mess,1,3
200,"Fast Food, Burger",18641875,"199, 9th B Main, Pipeline Raod, Vijay Nagar, Bangalore",Five Star Chicken,1,3.4
400,"Mithai, Street Food",51953,"Shruti Residency, 39/39, Jaimuni Rao Circle, Magadi Road, Bangalore",Kanti Sweets,1,3.2
200,"Fast Food, Burger",18604411,"1/1, Pattegarpalya Main Road, Near SHK Kalyana Mantapa, Vijay Nagar, Bangalore",Five Star Chicken,1,3.4
400,"Beverages, Fast Food",18879192,"634, Siddhaiah Puranik Road, 3rd Stage, Basaveshwara Nagar, Bangalore",The Milkshake Theory,1,3
250,Mithai,56290,"44, Near Jaimuni Rao Circle, Magadi Road, Bangalore",Asha Sweets Centre,1,3.2
400,"Mithai, Street Food",18630484,"Old 7, New 7/7, Basaveswara H B C S, II Stage, 80 Feet Road, Chandra Layout, Vijay Nagar, Bangalore",Kanti Sweets,1,3.4
1000,"North Indian, Chinese, Fast Food",18753527,"742, 11th Cross, 80 Feet Road, 2nd Stage, Nagarbhavi, Bangalore",Sasuraal,3,3.2
500,"North Indian, Chinese",18727228,"1414, 80 Feet Road, Chandra Layout, Nagarbhavi, Bangalore",Twisted Kitchen,2,3
350,"South Indian, Biryani, Kebab",18739324,"Near Housing Board Opposite to indian oil petrol bunk, Magadi Road, Bangalore",Mandya Rajanna Restaurant,1,3.2
200,South Indian,61258,"Shop 2, Sai Plaza, 1st Phase, 2nd Stage, 80 Feet Road, Chandra Layout, Vijay Nagar, Bangalore",Udupa Fast Food,1,3.4
150,Street Food,57331,"Chandra Layout, Vijay Nagar, Bangalore",Karnataka Bhel House,1,3.1
700,Cafe,17946102,"54, Roopa Complex Junction, 2nd Cross, Vijay Nagar, Bangalore",Cafe Coffee Day,2,3.4
600,"Desserts, Bakery",18582334,"3rd B Main, 5th Cross Road, Behind Vijaynagar Club, Vijay Nagar, Bangalore",Jar of Hearts by Alpa Surana,2,3.3
300,"Desserts, Ice Cream, Beverages",18811064,"483, 2nd Cross, 8th Main Road, Vijay Nagar, Bangalore",Flodeis,1,3.3
300,"North Indian, South Indian, Street Food",17946104,"5th Main, RPC Layout, Vijay Nagar, Bangalore",Sai Prasadham,1,3.1
80,South Indian,18824284,"1030/A, 2nd Main Road, 4th Cross, Vijayanagar, Vijay Nagar, Bangalore",Dosa Cafe,1,3.4
150,"Beverages, Juices",18825231,"Oppsite Vijay Nagar Bus Stop, Vijay Nagar, Bangalore",Frosty Bite,1,3.4
250,Mithai,18676841,"101, 4th Cross Road, Hampi Nagar, RPC Layout, Vijaya Nagar, Bengaluru",Gajanand Sweets,1,3.3
200,Street Food,59748,"1316, 10th Main Road, Near Police Station, Vijay Nagar, Bangalore",Goli Vada Pav No. 1,1,3.1
200,Bakery,18668412,"1108/H, RPC Layout, Near-SBI, 4th Cross Road, RPC Layout, Kilkodungalur, Vijay Nagar, Bangalore",Mukund Iyengar Bakery,1,3.4
450,"Mangalorean, North Indian, Chinese, Seafood",18745254,"Near Skyline Apartment, Opposite Village Hyper Bazaar, Chandralayout, Bangalore",Karavali Fishtaurant,1,3.3
1000,"North Indian, Mughlai",18425730,"31/S, 2nd Main, Opposite Bus Depot, Chandra Layout, Vijay Nagar, Bangalore",West View Family Bar & Restaurant,3,3.1
300,"Fast Food, Chinese",18812181,"144, Vidyaranya Nagar, Pipeline Road, Near Magadi Road Toll Gate, Vijay Nagar, Bangalore",Lucky Bites,1,3.4
300,"Andhra, Chinese, South Indian",18601578,"29, Patteghar Palya Main Rd, Govindaraja Nagar Ward, Amarajyothi Nagar, Vijay Nagar, Bangalore",Kubera Veg and Non-Veg,1,3.3
350,"South Indian, Biryani",18834275,"1, 2nd Main Road, Near Canara Bank Maruthi Nagar, Chandra Layout, Vijay Nagar, Bangalore",GFC,1,3.1
300,Mithai,60827,"23, 7th Main Rd, Govindaraja Nagar Ward, Basaveshwara HBCS Layout, Attiguppe, Bengaluru, Karnataka 560040",Benaka Sweets,1,3.3
150,South Indian,18877432,"52/3, 17th Cross Road, Near Vijayanagar Bus Stand, Vijayanagar, Bangalore",South Cafe,1,3.4
100,South Indian,18647760,"172, Nagarabhavi Main Road, Govindaraja Nagar, Vijay Nagar, Bangalore",By 2 Cafe,1,3.3
500,"North Indian, South Indian, Seafood",18181352,"196, Opposite Kalyan Nagar Bus Stop, Nagarbhavi Main Road, Mudalapalya, Vijay Nagar, Bangalore",Coastal Heritage,2,3.1
300,"Biryani, Fast Food",18764170,"First Cross, Jyothi Nagar, Chandra Layout, Nagarbhavi 1st Phase, Nagarbhavi, Bangalore",Adhvika Biryani Corner,1,3.4
300,Desserts,18503734,"1282/36/1, 10th Main, Vijay Nagar, Bangalore",Ice Fort,1,3.1
400,Biryani,18704786,"343/344, Ground Floor, 5th Main, 3rd Stage, 2nd Block, Basaveshwara Nagar, Bangalore",Halli Donne Biryani Nati Style,1,3.4
250,Biryani,18502135,"80,2nd Main Road, 22nd Cross, Govindraj Nagar, Vijay Nagar, Bangalore",Indian Chicken Biryani Point,1,3.1
300,"North Indian, South Indian",18515057,"36, 8th Cross, Bus Depot Road, Opposite To Karnataka Bank, Chandra Layout, Vijay Nagar, Bangalore",Gravy Point,1,3.3
400,"Bakery, Desserts",52594,"8, Shar Arcade, NGEF Layout, Near Fortis Hospital, Nagarbhavi Main Road, Nagarbhavi, Bangalore",Just Bake,1,3.4
300,South Indian,55691,"Above Citi Bank, Adichunchangiri Math, Vijay Nagar, Bangalore",Hotel Savaji's,1,3.3
200,"Fast Food, Burger",56934,"Near National Law School, Nagarbhavi, Bangalore",Five Star Chicken,1,3.4
800,"North Indian, Chinese, Seafood",54130,"12, 4th Stage, 3rd Block, Basaveshwara Nagar, Bangalore",Cave N Dine,2,3.1
200,"Street Food, Ice Cream, Beverages",18711475,"214, 1Oth Cross, Near Annapooneshwari Temple, 2nd Block, 6th Phase BDA Nagar, Nagarbhavi",Simply Chats,1,3.4
200,South Indian,18734784,"11/1 2nd cross 21st Main, Govindaraja Nagar Ward, PF Layout, Vijay Nagar, Bangalore",L V Lunch Home,1,3.3
350,"Biryani, Fast Food",18616663,"93, Teachers Colony, Nagarabhavi Main Road, Nagarbhavi, Bangalore",SGS Non Veg - Gundu Pulav,1,3.4
600,"North Indian, South Indian, Chinese",18711195,"1st Main Road, Corner Store In Circle, Basaveshwara Nagar",Thindi Palace,2,3.1
400,North Indian,18165754,"210, Main Road, Vijay Nagar, Bangalore",Classic Inn,1,3.3
100,South Indian,18655619,"1st Main Road, Marenhalli, Near MK Foot Wear, Vijay Nagar, Bangalore",Davangere Bombat Benne dose,1,3.3
200,Street Food,54236,"10, Silver Nest, Janpath Off Road, 80 Feet Road, 12th Block, NGEF HBCS, Nagarbhavi, Bangalore",Goli Vada Pav No. 1,1,3.1
750,"South Indian, Biryani, Chinese, North Indian",18148965,"36/1, KHB 1st Stage, 6th Main, Basaveshwara Nagar, Bangalore",New Prashanth Hotel,2,3.3
800,"Mughlai, North Indian, Chinese",18636670,"15, 60 Feet Road, Near Havanur Circle, HIG KHB Colony, 2nd Stage, Basaveshwara Nagar, Bangalore",Zaayeqa Multi Cuisine Restaurant,2,3.3
200,Street Food,53863,"20/3, Kaushika Plaza, 80 Feet Road, 2nd Stage, Basaveshwara Nagar, Bangalore",Goli Vada Pav No. 1,1,3.1
200,"Fast Food, Sandwich",18756010,"43, Pavithra junction, Basaveshwara Nagar, Bangalore",Tango Sandwich King,1,3.4
200,Pizza,18821854,"2nd Cross, Govindarajanagar, Next To The Bharat Bank, Magadi Main Road, Magadi Road, Bangalore",Oyalo,1,3.1
200,"Fast Food, Burger",58916,"20 ,Gnyanabharathi Main Road, Nagarbhavi, Bangalore",Five Star Chicken,1,3.4
400,"North Indian, Chinese, Seafood",18608900,"22, Coconut Garden, Nagarbhavi Main Road, Nagarbhavi, Bangalore",Bettaiah Restaurant,1,3.4
150,"Beverages, Juices, Ice Cream",18653648,"258A/14, WOC Mahaganapathi Nagar, Kathriguppe IV Phase, Rajajinagar, Bangalore",Lassi Shop,1,3.1
300,Desserts,18638954,"Beside Subrahmanya Swamy Temple, 1st Cross, 1st Main, KHB Colony, Basaveshwara Nagar, Bangalore",Cake of the day  ,1,3.1
300,"North Indian, Chinese, Beverages, Ice Cream",18503726,"273, 1st Main, Near Maruthi Hospital, Club Road, Vijay Nagar, Bangalore",Srinidhi Sagar,1,3.2
800,"North Indian, South Indian, Chinese",18718888,"39, Jai Munirao Circle, Agrahara Nasarahalli, Magadi Main Road, Vijay Nagar, Bangalore",Ma~Ga~Di,2,3.2
500,"Bakery, Desserts",18551729,"Shop 9, Building 1, Skyline City Apartments, Vijay Nagar, Bangalore",Sweet Truth,2,3.9
400,"Italian, Chinese, Continental, Healthy Food",18785530,"1565, 9th Cross Road, Bus Depot Road, 2nd Block, Chandra Layout, Vijay Nagar, Bangalore",Caf頋affea,1,4.4
250,Biryani,60430,"326, Veerabadra Complex, 4th Block, 3rd Stage, 80 Feet Road, Near Airtel Office, Basaveshwara Nagar, Bangalore",Donne Biriyani Mane,1,3.8
450,"South Indian, North Indian",57734,"45, 1st Main, 80 Feet Road, Opposite Petrol Bunk, Maruthi Nagar, Vijay Nagar, Bangalore",Manjushree Fish Palace,1,3.9
600,Pizza,18789807,"32, 1st Stage, 3rd Phase, Opposite Chandra Layout Bus Stop, Chandra Layout, Vijay Nagar, Bangalore",Mojo Pizza - 2X Toppings,2,4.4
750,"Pizza, Fast Food",18353112,"Kemapura Dakale (Agrahara), XXI Division, Bangalore City Corporation, Nagarbhavi, Bangalore",Domino's Pizza,2,3.8
100,South Indian,17946108,"1174, 1st A Main Road, Vijay Nagar, Bangalore",Hot Coffee,1,3.9
100,South Indian,57790,"5th Main Road, Opposite Sankashta Ganapathi Temple, RPC Layout, Vijay Nagar, Bangalore",By 2 Coffee,1,4.3
400,South Indian,18742928,"19, KNN Complex, Near Tempo Stand, Coconut Garden, Nagarbhavi Main Road, Nagarbhavi, Bangalore",Gowdru Miltry Hotel,1,3.8
1000,"North Indian, Chinese, Continental",53568,"5, Ground Floor, Number 2, First Main, Industrial Town, West of Chord Road, Rajajinagar, Bangalore",1947,3,3.9
600,"North Indian, Biryani, Rolls, Desserts",18407926,"Shop 9, Building 1, Adishwara Complex, Skyline Apartment, Canara Bank, Frazer Town, Bangalore",Faasos,2,4.2
200,South Indian,18578555,"1, BDA Complex, 8th Main Rd, 3rd Block, West Of Chord Road, 3rd Stage, Basaveshwara Nagar, Bangalore",Basaveshwarnagar Dosa Corner,1,3.8
600,"Burger, Fast Food, Beverages",18470773,"Counter 1, Food Court, Third Floor, GT Mall, Next To Prasanna Theater, Rajajinagar, Bangalore",Burger King,2,3.9
400,"North Indian, Chinese",18422923,"118, Nagarabhavi Main Road, Kaveri Nagar, Vijay Nagar, Bangalore",Al-Sidique,1,4.1
300,"Ice Cream, Desserts",53840,"14, 80 Feet Road, Siddaiah Puranik Road, KHB Colony, Basaveshwara Nagar, Bangalore",Ibaco,1,3.8
700,"North Indian, Chinese, Kebab",18639729,"292, Anjanadri Complex, 11th Block, 2nd Stage, Nagarbhavi, Bangalore",Kabab Factory,2,3.9
600,Desserts,57735,"Basaveshwara Nagar, Bangalore",MouthFull Of Cake,2,3.9
750,"Pizza, Fast Food",18784925,"Ground Floor, Ara Viji Trade Square, Jnanabharathi Main Road, Nagarbhavi Circle, Chandra Layout, Nagarbhavi, Bangalore",Pizza Hut,2,3.8
450,"North Indian, Mughlai, Chinese, Rolls",18089696,"65, Magadi Main Road, Agrahara Dasarahalli, Magadi Road, Bangalore",Al Sadique,1,3.9
1200,"Arabian, Chinese, Continental, North Indian, Finger Food",18810898,"5, 3rd Stage, 4th Block, Basaveshwara Nagar, Bangalore",Sloshed,3,3.8
500,"Ice Cream, Desserts",18676840,"211, Lower Ground Floor, Sri Ganesha Complex, Stage 2, Chandra Layout, Nagarbhavi, Bangalore",Cream Chemistry,2,3.9
400,"Bakery, Fast Food",18863229,"456, Basaveshwara Nagar Main Road, Basaveshwara Nagar, Bangalore",Bakers77,1,3.9
1000,"North Indian, South Indian, Continental, Italian",18627618,"Ram Mahal, 40 & 72, 2nd & 3rd Cross, NGEF Layout, 12th Block, Nagarbhavi, Bangalore",7 Wonders Lounge,3,3.8
300,South Indian,54187,"212, 28th Cross, 2nd Block, Near MES and Basaveshwara College Circle, Basaveshwara Nagar, Bangalore",Sri Maruthi Hotel,1,3.9
250,Desserts,18669146,"40, 1st Main Road, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Rolling Waffles,1,3.8
450,"North Indian, Fast Food, Street Food",18641076,"GT World Mall, 9th Cross Road, Cholourpalya, Rajajinagar, Bangalore",Petoo,1,3.9
200,"Ice Cream, Desserts",18704293,"4, Ground Floor, 1st Main Road. 2nd Block, 3rd Stage, Basaveshwara Nagar, Bangalore",Havmor,1,3.8
900,North Indian,18730334,"44, Kuvempu Complex, 22nd Cross, Basaveshwara Nagar, Bangalore",Chawla's 2 Online.com,2,3.9
200,"Bakery, Desserts",18140782,"462-463, 1st Main, 3rd Stage, 3rd Block, Basaveshwara Nagar, Bangalore",Pavitra Paradise,1,3.8
250,"Biryani, South Indian",18651575,"63, Marenahalli Main Road, CHBS Layout, PF Layout, Marenahalli, Vijay Nagar, Bangalore",Gowdru Hotel,1,3.8
1000,"South Indian, Chinese, North Indian, Continental",51621,"92, Sri Balaji Complex, 1st Main Road, Chandra Layout, Vijay Nagar, Bangalore",Cibo Esca,3,3.8
500,"North Indian, South Indian",18539726,"180, J.B. Complex, 2nd Stage, Opp. BDA Complex, Nagarbhavi, Bangalore",Ayodhya Grand,2,3.8
400,"Fast Food, Burger, Pizza",18476493,"6, 1st Floor, Nanda Ashirvad Complex, Canara Bank Colony Road, Chandra Layout, Vijay Nagar, Bangalore",Laziz Pizza,1,3.8
200,"Mithai, Bakery, Street Food",18203023,"51/1, 7th Block, Nagarbhavi, Bangalore",Rambhavan Sweets,1,3.8
700,"North Indian, South Indian, Chinese, Mexican",18705359,"173, Opposite To Traffic Police Station, Magadi Road, Bangalore, Bengaluru",Vayam Veg Fine Dine,2,3.8
400,"Burger, Fast Food",56735,"96, Ground Floor, Next to HP Petrol Pump, Chandra Layout, Vijay Nagar, Bangalore",KFC,1,3.8
200,"Street Food, Mithai, Desserts",54821,"10, 80 Feet Road, Nagarbhavi Main Road, Chandra Layout, Nagarbhavi, Bangalore",Shree Shyam Sweets,1,3.8
600,"North Indian, Biryani, Rolls, Desserts",18487209,"9, Adishwara Complex, Colony Skyline Apartment, Canara Bank, Chandra Layout, Vijay Nagar, Bangalore",Faasos,2,3.8
500,South Indian,18789108,"358, 12th Main, Dr. Rajkumar Road, 6th Block, Rajajinagar, Bangalore",Kitchen King Naati Style,2,3.8
400,"Ice Cream, Desserts, Beverages, Sandwich",50814,"13/14, Prasad Residency, 2nd Cross Road, Binny Employees Layout, Widia layout, Attiguppe, Near Vijay Nagar, Bangalore",Polar Bear,1,3.8
150,South Indian,18599839,"8th Main Road, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Basaveshwara Nagar, Bangalore",Davanagere Butter Dosa Hotel ,1,3.8
500,"Mangalorean, South Indian, North Indian",18503724,"903, 5th Main, Vijay Nagar, Bangalore",Hotel Karavali Food Point,2,3.8
60,Beverages,18533202,"10, J Nana Bharati Main Road, Teacher's Colony, Nagarbhavi, Bangalore",Lassi Shop,1,3.8
1100,"North Indian, Andhra, Chinese",51681,"1210/D, 1st Phase, 2nd Stage, Chandra Layout, Main Road, Vijay Nagar, Bangalore",Deewar Family Restaurant and Bar,3,3.8
200,Biryani,61221,"18, Jnnabharthi Main Road, Near National Law Collage, Nagarbhavi, Bangalore",Uttsav Donne Biryani Mane,1,3.8
